instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathershit,temp_bin
16478,2012-11-24,Fall,2012,Nov,7,0,6,no,2,10.66,11.365,0.41,0.3284,4,21,25,2,Cold
16479,2012-11-24,Fall,2012,Nov,8,0,6,no,2,10.66,10.605,0.44,0.4627,7,55,62,2,Cold
16480,2012-11-24,Fall,2012,Nov,9,0,6,no,2,10.66,10.605,0.41,0.4478,26,96,122,2,Cold
16481,2012-11-24,Fall,2012,Nov,10,0,6,no,2,10.66,11.365,0.44,0.2985,46,96,142,2,Cold
16482,2012-11-24,Fall,2012,Nov,11,0,6,no,2,11.48,12.879999999999999,0.41,0.2985,55,131,186,2,Cold
16483,2012-11-24,Fall,2012,Nov,12,0,6,no,2,12.299999999999999,12.879999999999999,0.36,0.6119,53,146,199,2,Cold
16484,2012-11-24,Fall,2012,Nov,13,0,6,no,1,13.120000000000001,15.15,0.36,0.3284,64,161,225,1,Cold
16485,2012-11-24,Fall,2012,Nov,14,0,6,no,1,13.120000000000001,14.395,0.33,0.4627,58,149,207,1,Cold
16486,2012-11-24,Fall,2012,Nov,15,0,6,no,1,12.299999999999999,13.635,0.36,0.4627,59,139,198,1,Cold
16487,2012-11-24,Fall,2012,Nov,16,0,6,no,1,11.48,12.120000000000001,0.38,0.4478,43,127,170,1,Cold
16488,2012-11-24,Fall,2012,Nov,17,0,6,no,1,10.66,11.365,0.41,0.3881,29,97,126,1,Cold
16489,2012-11-24,Fall,2012,Nov,18,0,6,no,1,10.66,11.365,0.38,0.3881,22,123,145,1,Cold
16490,2012-11-24,Fall,2012,Nov,19,0,6,no,1,10.66,12.120000000000001,0.41,0.2537,9,74,83,1,Cold
16491,2012-11-24,Fall,2012,Nov,20,0,6,no,1,9.84,10.605,0.44,0.2836,3,55,58,1,Very Cold
16492,2012-11-24,Fall,2012,Nov,21,0,6,no,1,9.84,11.365,0.44,0.194,9,66,75,1,Very Cold
16493,2012-11-24,Fall,2012,Nov,22,0,6,no,1,9.84,11.365,0.44,0.2537,7,69,76,1,Very Cold
16494,2012-11-24,Fall,2012,Nov,23,0,6,no,1,9.84,11.365,0.44,0.194,9,48,57,1,Very Cold
16495,2012-11-25,Fall,2012,Nov,0,0,0,no,1,9.02,10.605,0.47,0.2537,3,31,34,1,Very Cold
16496,2012-11-25,Fall,2012,Nov,1,0,0,no,1,9.02,11.365,0.44,0.194,4,32,36,1,Very Cold
16497,2012-11-25,Fall,2012,Nov,2,0,0,no,1,9.02,9.85,0.44,0.3582,1,27,28,1,Very Cold
16498,2012-11-25,Fall,2012,Nov,3,0,0,no,1,9.02,13.635,0.44,0.0,0,8,8,1,Very Cold
16499,2012-11-25,Fall,2012,Nov,4,0,0,no,1,9.02,13.635,0.44,0.0,1,1,2,1,Very Cold
16500,2012-11-25,Fall,2012,Nov,5,0,0,no,2,9.02,11.365,0.47,0.1642,0,3,3,2,Very Cold
16501,2012-11-25,Fall,2012,Nov,6,0,0,no,2,9.02,12.120000000000001,0.47,0.1045,1,10,11,2,Very Cold
16502,2012-11-25,Fall,2012,Nov,7,0,0,no,2,9.02,12.120000000000001,0.51,0.1045,2,19,21,2,Very Cold
16503,2012-11-25,Fall,2012,Nov,8,0,0,no,2,9.02,11.365,0.51,0.194,2,32,34,2,Very Cold
16504,2012-11-25,Fall,2012,Nov,9,0,0,no,2,9.84,11.365,0.48,0.2239,13,83,96,2,Very Cold
16505,2012-11-25,Fall,2012,Nov,10,0,0,no,1,9.84,11.365,0.48,0.2537,15,124,139,1,Very Cold
16506,2012-11-25,Fall,2012,Nov,11,0,0,no,2,10.66,12.879999999999999,0.41,0.2239,49,155,204,2,Cold
16507,2012-11-25,Fall,2012,Nov,12,0,0,no,2,10.66,12.879999999999999,0.41,0.2239,37,165,202,2,Cold
16508,2012-11-25,Fall,2012,Nov,13,0,0,no,2,10.66,12.879999999999999,0.41,0.1642,37,158,195,2,Cold
16509,2012-11-25,Fall,2012,Nov,14,0,0,no,2,12.299999999999999,14.395,0.42,0.2537,33,170,203,2,Cold
16510,2012-11-25,Fall,2012,Nov,15,0,0,no,1,12.299999999999999,14.395,0.42,0.2537,36,209,245,1,Cold
16511,2012-11-25,Fall,2012,Nov,16,0,0,no,1,12.299999999999999,14.395,0.39,0.2239,25,203,228,1,Cold
16512,2012-11-25,Fall,2012,Nov,17,0,0,no,1,11.48,13.635,0.41,0.1642,11,170,181,1,Cold
16513,2012-11-25,Fall,2012,Nov,18,0,0,no,1,10.66,12.879999999999999,0.44,0.1642,9,132,141,1,Cold
16514,2012-11-25,Fall,2012,Nov,19,0,0,no,1,10.66,15.15,0.41,0.0,13,114,127,1,Cold
16515,2012-11-25,Fall,2012,Nov,20,0,0,no,1,9.84,14.395,0.6,0.0,9,110,119,1,Very Cold
16516,2012-11-25,Fall,2012,Nov,21,0,0,no,1,10.66,15.15,0.48,0.0,4,60,64,1,Cold
16517,2012-11-25,Fall,2012,Nov,22,0,0,no,1,9.84,14.395,0.6,0.0,3,59,62,1,Very Cold
16518,2012-11-25,Fall,2012,Nov,23,0,0,no,1,9.02,12.879999999999999,0.69,0.0896,1,40,41,1,Very Cold
16519,2012-11-26,Fall,2012,Nov,0,0,1,yes,1,9.02,13.635,0.69,0.0,4,19,23,1,Very Cold
16520,2012-11-26,Fall,2012,Nov,1,0,1,yes,1,8.200000000000001,12.879999999999999,0.69,0.0,1,9,10,1,Very Cold
16521,2012-11-26,Fall,2012,Nov,2,0,1,yes,1,8.200000000000001,12.879999999999999,0.69,0.0,0,5,5,1,Very Cold
16522,2012-11-26,Fall,2012,Nov,3,0,1,yes,1,8.200000000000001,12.879999999999999,0.69,0.0,1,4,5,1,Very Cold
16523,2012-11-26,Fall,2012,Nov,4,0,1,yes,1,9.02,13.635,0.69,0.0,0,10,10,1,Very Cold
16524,2012-11-26,Fall,2012,Nov,5,0,1,yes,1,9.02,11.365,0.69,0.1642,0,41,41,1,Very Cold
16525,2012-11-26,Fall,2012,Nov,6,0,1,yes,1,9.02,13.635,0.69,0.0,1,123,124,1,Very Cold
16526,2012-11-26,Fall,2012,Nov,7,0,1,yes,1,9.84,14.395,0.65,0.0,2,363,365,1,Very Cold
16527,2012-11-26,Fall,2012,Nov,8,0,1,yes,1,9.84,14.395,0.65,0.0,9,629,638,1,Very Cold
16528,2012-11-26,Fall,2012,Nov,9,0,1,yes,1,11.48,15.15,0.56,0.0896,10,276,286,1,Cold
16529,2012-11-26,Fall,2012,Nov,10,0,1,yes,1,13.120000000000001,17.424999999999997,0.49,0.0,20,127,147,1,Cold
16530,2012-11-26,Fall,2012,Nov,11,0,1,yes,1,16.400000000000002,20.455000000000002,0.37,0.2985,18,112,130,1,Cold
16531,2012-11-26,Fall,2012,Nov,12,0,1,yes,1,17.22,21.21,0.35,0.1045,22,188,210,1,Cold
16532,2012-11-26,Fall,2012,Nov,13,0,1,yes,1,17.22,21.21,0.35,0.1045,20,197,217,1,Cold
16533,2012-11-26,Fall,2012,Nov,14,0,1,yes,1,17.22,21.21,0.35,0.0,51,177,228,1,Cold
16534,2012-11-26,Fall,2012,Nov,15,0,1,yes,1,17.22,21.21,0.35,0.0896,49,181,230,1,Cold
16535,2012-11-26,Fall,2012,Nov,16,0,1,yes,1,18.04,21.97,0.3,0.0,49,297,346,1,Cold
16536,2012-11-26,Fall,2012,Nov,17,0,1,yes,1,17.22,21.21,0.32,0.0,13,540,553,1,Cold
16537,2012-11-26,Fall,2012,Nov,18,0,1,yes,1,14.76,17.424999999999997,0.5,0.1642,19,502,521,1,Cold
16538,2012-11-26,Fall,2012,Nov,19,0,1,yes,1,13.940000000000001,18.18,0.53,0.0,16,355,371,1,Cold
16539,2012-11-26,Fall,2012,Nov,20,0,1,yes,1,13.940000000000001,18.18,0.49,0.0,12,265,277,1,Cold
16540,2012-11-26,Fall,2012,Nov,21,0,1,yes,1,13.940000000000001,18.18,0.49,0.0,9,172,181,1,Cold
16541,2012-11-26,Fall,2012,Nov,22,0,1,yes,1,13.120000000000001,17.424999999999997,0.61,0.0,3,101,104,1,Cold
16542,2012-11-26,Fall,2012,Nov,23,0,1,yes,2,13.120000000000001,16.665,0.66,0.1045,8,57,65,2,Cold
16543,2012-11-27,Fall,2012,Nov,0,0,2,yes,2,13.120000000000001,16.665,0.66,0.0896,2,24,26,2,Cold
16544,2012-11-27,Fall,2012,Nov,1,0,2,yes,2,13.120000000000001,16.665,0.7,0.1343,0,6,6,2,Cold
16545,2012-11-27,Fall,2012,Nov,2,0,2,yes,2,13.120000000000001,15.909999999999998,0.7,0.1642,0,5,5,2,Cold
16546,2012-11-27,Fall,2012,Nov,3,0,2,yes,3,13.120000000000001,16.665,0.7,0.1343,1,3,4,3,Cold
16547,2012-11-27,Fall,2012,Nov,4,0,2,yes,3,12.299999999999999,14.395,0.81,0.194,0,5,5,3,Cold
16548,2012-11-27,Fall,2012,Nov,5,0,2,yes,2,12.299999999999999,14.395,0.81,0.2239,0,31,31,2,Cold
16549,2012-11-27,Fall,2012,Nov,6,0,2,yes,2,12.299999999999999,15.15,0.81,0.1642,3,97,100,2,Cold
16550,2012-11-27,Fall,2012,Nov,7,0,2,yes,3,12.299999999999999,15.15,0.81,0.1343,4,289,293,3,Cold
16551,2012-11-27,Fall,2012,Nov,8,0,2,yes,3,13.120000000000001,15.909999999999998,0.81,0.1642,6,494,500,3,Cold
16552,2012-11-27,Fall,2012,Nov,9,0,2,yes,2,13.120000000000001,16.665,0.81,0.1343,11,257,268,2,Cold
16553,2012-11-27,Fall,2012,Nov,10,0,2,yes,3,13.120000000000001,15.909999999999998,0.81,0.194,5,52,57,3,Cold
16554,2012-11-27,Fall,2012,Nov,11,0,2,yes,3,12.299999999999999,13.635,0.87,0.2985,6,59,65,3,Cold
16555,2012-11-27,Fall,2012,Nov,12,0,2,yes,3,11.48,12.879999999999999,0.87,0.3881,6,70,76,3,Cold
16556,2012-11-27,Fall,2012,Nov,13,0,2,yes,3,11.48,13.635,0.87,0.2537,4,73,77,3,Cold
16557,2012-11-27,Fall,2012,Nov,14,0,2,yes,3,11.48,12.879999999999999,0.87,0.3582,8,86,94,3,Cold
16558,2012-11-27,Fall,2012,Nov,15,0,2,yes,2,12.299999999999999,13.635,0.75,0.2985,9,146,155,2,Cold
16559,2012-11-27,Fall,2012,Nov,16,0,2,yes,2,12.299999999999999,13.635,0.75,0.2985,5,252,257,2,Cold
16560,2012-11-27,Fall,2012,Nov,17,0,2,yes,2,12.299999999999999,13.635,0.75,0.3881,13,514,527,2,Cold
16561,2012-11-27,Fall,2012,Nov,18,0,2,yes,1,10.66,11.365,0.81,0.3582,13,469,482,1,Cold
16562,2012-11-27,Fall,2012,Nov,19,0,2,yes,1,10.66,12.879999999999999,0.73,0.2985,12,338,350,1,Cold
16563,2012-11-27,Fall,2012,Nov,20,0,2,yes,1,10.66,11.365,0.75,0.3284,4,228,232,1,Cold
16564,2012-11-27,Fall,2012,Nov,21,0,2,yes,1,9.84,10.605,0.81,0.2836,6,179,185,1,Very Cold
16565,2012-11-27,Fall,2012,Nov,22,0,2,yes,1,9.84,12.120000000000001,0.81,0.1642,2,95,97,1,Very Cold
16566,2012-11-27,Fall,2012,Nov,23,0,2,yes,2,10.66,12.120000000000001,0.81,0.2537,3,64,67,2,Cold
16567,2012-11-28,Fall,2012,Nov,0,0,3,yes,2,10.66,12.120000000000001,0.75,0.2537,1,22,23,2,Cold
16568,2012-11-28,Fall,2012,Nov,1,0,3,yes,2,10.66,12.879999999999999,0.75,0.2239,0,12,12,2,Cold
16569,2012-11-28,Fall,2012,Nov,2,0,3,yes,2,10.66,12.879999999999999,0.75,0.2239,0,1,1,2,Cold
16570,2012-11-28,Fall,2012,Nov,3,0,3,yes,2,10.66,12.879999999999999,0.7,0.2239,0,3,3,2,Cold
16571,2012-11-28,Fall,2012,Nov,4,0,3,yes,2,10.66,12.879999999999999,0.7,0.194,0,4,4,2,Cold
16572,2012-11-28,Fall,2012,Nov,5,0,3,yes,2,10.66,13.635,0.7,0.1343,0,39,39,2,Cold
16573,2012-11-28,Fall,2012,Nov,6,0,3,yes,2,10.66,12.879999999999999,0.65,0.2239,4,132,136,2,Cold
16574,2012-11-28,Fall,2012,Nov,7,0,3,yes,2,10.66,12.879999999999999,0.56,0.194,6,403,409,2,Cold
16575,2012-11-28,Fall,2012,Nov,8,0,3,yes,1,9.84,10.605,0.6,0.2836,9,683,692,1,Very Cold
16576,2012-11-28,Fall,2012,Nov,9,0,3,yes,1,11.48,13.635,0.52,0.194,13,309,322,1,Cold
16577,2012-11-28,Fall,2012,Nov,10,0,3,yes,1,12.299999999999999,15.909999999999998,0.49,0.1045,17,144,161,1,Cold
16578,2012-11-28,Fall,2012,Nov,11,0,3,yes,1,13.120000000000001,15.909999999999998,0.45,0.1642,19,127,146,1,Cold
16579,2012-11-28,Fall,2012,Nov,12,0,3,yes,1,13.940000000000001,15.15,0.42,0.3881,19,189,208,1,Cold
16580,2012-11-28,Fall,2012,Nov,13,0,3,yes,1,13.940000000000001,16.665,0.42,0.194,21,193,214,1,Cold
16581,2012-11-28,Fall,2012,Nov,14,0,3,yes,1,14.76,16.665,0.4,0.2985,15,161,176,1,Cold
16582,2012-11-28,Fall,2012,Nov,15,0,3,yes,1,14.76,16.665,0.32,0.3284,7,172,179,1,Cold
16583,2012-11-28,Fall,2012,Nov,16,0,3,yes,1,14.76,16.665,0.29,0.2537,9,316,325,1,Cold
16584,2012-11-28,Fall,2012,Nov,17,0,3,yes,1,13.940000000000001,16.665,0.31,0.1343,17,546,563,1,Cold
16585,2012-11-28,Fall,2012,Nov,18,0,3,yes,1,13.120000000000001,15.15,0.33,0.2836,12,530,542,1,Cold
16586,2012-11-28,Fall,2012,Nov,19,0,3,yes,1,13.120000000000001,15.909999999999998,0.36,0.1642,9,378,387,1,Cold
16587,2012-11-28,Fall,2012,Nov,20,0,3,yes,1,13.120000000000001,16.665,0.36,0.1343,5,258,263,1,Cold
16588,2012-11-28,Fall,2012,Nov,21,0,3,yes,1,12.299999999999999,15.15,0.39,0.1642,4,219,223,1,Cold
16589,2012-11-28,Fall,2012,Nov,22,0,3,yes,1,11.48,13.635,0.45,0.1642,6,148,154,1,Cold
16590,2012-11-28,Fall,2012,Nov,23,0,3,yes,1,10.66,13.635,0.48,0.1343,5,73,78,1,Cold
16591,2012-11-29,Fall,2012,Nov,0,0,4,yes,1,9.84,12.879999999999999,0.56,0.0896,4,25,29,1,Very Cold
16592,2012-11-29,Fall,2012,Nov,1,0,4,yes,1,9.02,12.879999999999999,0.64,0.0896,1,15,16,1,Very Cold
16593,2012-11-29,Fall,2012,Nov,2,0,4,yes,1,9.02,13.635,0.64,0.0,1,6,7,1,Very Cold
16594,2012-11-29,Fall,2012,Nov,4,0,4,yes,1,8.200000000000001,11.365,0.75,0.0896,0,7,7,1,Very Cold
16595,2012-11-29,Fall,2012,Nov,5,0,4,yes,1,8.200000000000001,12.879999999999999,0.69,0.0,0,42,42,1,Very Cold
16596,2012-11-29,Fall,2012,Nov,6,0,4,yes,1,9.02,13.635,0.69,0.0,1,120,121,1,Very Cold
16597,2012-11-29,Fall,2012,Nov,7,0,4,yes,1,8.200000000000001,12.879999999999999,0.64,0.0,8,354,362,1,Very Cold
16598,2012-11-29,Fall,2012,Nov,8,0,4,yes,1,8.200000000000001,11.365,0.69,0.1045,15,664,679,1,Very Cold
16599,2012-11-29,Fall,2012,Nov,9,0,4,yes,1,9.84,14.395,0.6,0.0,13,286,299,1,Very Cold
16600,2012-11-29,Fall,2012,Nov,10,0,4,yes,1,11.48,15.15,0.65,0.0896,25,153,178,1,Cold
16601,2012-11-29,Fall,2012,Nov,11,0,4,yes,1,14.76,17.424999999999997,0.37,0.2239,13,150,163,1,Cold
16602,2012-11-29,Fall,2012,Nov,12,0,4,yes,1,14.76,17.424999999999997,0.4,0.1642,11,225,236,1,Cold
16603,2012-11-29,Fall,2012,Nov,13,0,4,yes,1,15.58,19.695,0.32,0.1343,15,209,224,1,Cold
16604,2012-11-29,Fall,2012,Nov,14,0,4,yes,1,14.76,17.424999999999997,0.43,0.2239,13,174,187,1,Cold
16605,2012-11-29,Fall,2012,Nov,15,0,4,yes,1,14.76,16.665,0.43,0.2836,19,201,220,1,Cold
16606,2012-11-29,Fall,2012,Nov,16,0,4,yes,1,14.76,17.424999999999997,0.4,0.2239,24,346,370,1,Cold
16607,2012-11-29,Fall,2012,Nov,17,0,4,yes,1,13.940000000000001,16.665,0.39,0.194,17,544,561,1,Cold
16608,2012-11-29,Fall,2012,Nov,18,0,4,yes,1,13.120000000000001,15.909999999999998,0.49,0.1642,17,520,537,1,Cold
16609,2012-11-29,Fall,2012,Nov,19,0,4,yes,1,12.299999999999999,14.395,0.52,0.194,18,326,344,1,Cold
16610,2012-11-29,Fall,2012,Nov,20,0,4,yes,1,12.299999999999999,15.15,0.52,0.1642,11,241,252,1,Cold
16611,2012-11-29,Fall,2012,Nov,21,0,4,yes,1,10.66,13.635,0.65,0.1343,7,201,208,1,Cold
16612,2012-11-29,Fall,2012,Nov,22,0,4,yes,1,10.66,14.395,0.7,0.0896,4,147,151,1,Cold
16613,2012-11-29,Fall,2012,Nov,23,0,4,yes,1,11.48,15.909999999999998,0.61,0.0,6,124,130,1,Cold
16614,2012-11-30,Fall,2012,Nov,0,0,5,yes,1,10.66,12.879999999999999,0.7,0.1642,4,48,52,1,Cold
16615,2012-11-30,Fall,2012,Nov,1,0,5,yes,1,9.84,12.879999999999999,0.7,0.0896,2,17,19,1,Very Cold
16616,2012-11-30,Fall,2012,Nov,2,0,5,yes,1,9.84,14.395,0.75,0.0,2,10,12,1,Very Cold
16617,2012-11-30,Fall,2012,Nov,3,0,5,yes,1,9.84,14.395,0.75,0.0,0,4,4,1,Very Cold
16618,2012-11-30,Fall,2012,Nov,4,0,5,yes,1,9.02,13.635,0.75,0.0,0,3,3,1,Very Cold
16619,2012-11-30,Fall,2012,Nov,5,0,5,yes,1,8.200000000000001,12.879999999999999,0.8,0.0,1,39,40,1,Very Cold
16620,2012-11-30,Fall,2012,Nov,6,0,5,yes,1,8.200000000000001,12.879999999999999,0.86,0.0,2,104,106,1,Very Cold
16621,2012-11-30,Fall,2012,Nov,7,0,5,yes,1,9.02,13.635,0.8,0.0,6,346,352,1,Very Cold
16622,2012-11-30,Fall,2012,Nov,8,0,5,yes,2,9.02,12.879999999999999,0.8,0.0896,20,709,729,2,Very Cold
16623,2012-11-30,Fall,2012,Nov,9,0,5,yes,1,9.84,12.879999999999999,0.75,0.0896,17,313,330,1,Very Cold
16624,2012-11-30,Fall,2012,Nov,10,0,5,yes,2,12.299999999999999,16.665,0.65,0.0,10,159,169,2,Cold
16625,2012-11-30,Fall,2012,Nov,11,0,5,yes,2,13.940000000000001,17.424999999999997,0.53,0.0896,31,170,201,2,Cold
16626,2012-11-30,Fall,2012,Nov,12,0,5,yes,2,15.58,19.695,0.46,0.0,25,243,268,2,Cold
16627,2012-11-30,Fall,2012,Nov,13,0,5,yes,2,16.400000000000002,20.455000000000002,0.4,0.1642,21,241,262,2,Cold
16628,2012-11-30,Fall,2012,Nov,14,0,5,yes,2,16.400000000000002,20.455000000000002,0.4,0.1045,26,225,251,2,Cold
16629,2012-11-30,Fall,2012,Nov,15,0,5,yes,2,17.22,21.21,0.38,0.1045,34,262,296,2,Cold
16630,2012-11-30,Fall,2012,Nov,16,0,5,yes,1,16.400000000000002,20.455000000000002,0.43,0.1343,37,368,405,1,Cold
16631,2012-11-30,Fall,2012,Nov,17,0,5,yes,1,14.76,17.424999999999997,0.5,0.194,31,551,582,1,Cold
16632,2012-11-30,Fall,2012,Nov,18,0,5,yes,2,13.940000000000001,18.18,0.61,0.0,20,489,509,2,Cold
16633,2012-11-30,Fall,2012,Nov,19,0,5,yes,1,13.120000000000001,17.424999999999997,0.66,0.0,18,359,377,1,Cold
16634,2012-11-30,Fall,2012,Nov,20,0,5,yes,1,13.120000000000001,17.424999999999997,0.66,0.0,12,233,245,1,Cold
16635,2012-11-30,Fall,2012,Nov,21,0,5,yes,1,12.299999999999999,15.909999999999998,0.75,0.0896,14,169,183,1,Cold
16636,2012-11-30,Fall,2012,Nov,22,0,5,yes,1,12.299999999999999,16.665,0.75,0.0,18,145,163,1,Cold
16637,2012-11-30,Fall,2012,Nov,23,0,5,yes,2,12.299999999999999,15.909999999999998,0.75,0.0896,11,99,110,2,Cold
16638,2012-12-01,Fall,2012,Dec,0,0,6,no,1,10.66,15.15,0.81,0.0,9,99,108,1,Cold
16639,2012-12-01,Fall,2012,Dec,1,0,6,no,1,10.66,15.15,0.81,0.0,5,64,69,1,Cold
16640,2012-12-01,Fall,2012,Dec,2,0,6,no,2,10.66,15.15,0.81,0.0,3,47,50,2,Cold
16641,2012-12-01,Fall,2012,Dec,3,0,6,no,2,10.66,13.635,0.81,0.1343,1,14,15,2,Cold
16642,2012-12-01,Fall,2012,Dec,4,0,6,no,1,10.66,14.395,0.81,0.0896,0,5,5,1,Cold
16643,2012-12-01,Fall,2012,Dec,5,0,6,no,1,9.84,12.879999999999999,0.87,0.0896,1,12,13,1,Very Cold
16644,2012-12-01,Fall,2012,Dec,6,0,6,no,1,9.84,12.120000000000001,0.87,0.1343,7,20,27,1,Very Cold
16645,2012-12-01,Fall,2012,Dec,7,0,6,no,2,9.84,12.120000000000001,0.87,0.1343,7,56,63,2,Very Cold
16646,2012-12-01,Fall,2012,Dec,8,0,6,no,2,9.84,12.120000000000001,0.87,0.1343,11,133,144,2,Very Cold
16647,2012-12-01,Fall,2012,Dec,9,0,6,no,2,10.66,12.120000000000001,0.93,0.2537,34,159,193,2,Cold
16648,2012-12-01,Fall,2012,Dec,10,0,6,no,2,11.48,13.635,0.89,0.1642,45,211,256,2,Cold
16649,2012-12-01,Fall,2012,Dec,11,0,6,no,2,13.120000000000001,16.665,0.76,0.1045,74,318,392,2,Cold
16650,2012-12-01,Fall,2012,Dec,12,0,6,no,2,13.120000000000001,16.665,0.81,0.0896,119,327,446,2,Cold
16651,2012-12-01,Fall,2012,Dec,13,0,6,no,2,13.940000000000001,18.18,0.76,0.0,123,386,509,2,Cold
16652,2012-12-01,Fall,2012,Dec,14,0,6,no,2,14.76,18.94,0.71,0.0,110,369,479,2,Cold
16653,2012-12-01,Fall,2012,Dec,15,0,6,no,2,16.400000000000002,20.455000000000002,0.62,0.0,113,371,484,2,Cold
16654,2012-12-01,Fall,2012,Dec,16,0,6,no,2,15.58,19.695,0.66,0.0,89,354,443,2,Cold
16655,2012-12-01,Fall,2012,Dec,17,0,6,no,2,13.940000000000001,17.424999999999997,0.76,0.1045,50,270,320,2,Cold
16656,2012-12-01,Fall,2012,Dec,18,0,6,no,2,13.940000000000001,18.18,0.76,0.0,42,255,297,2,Cold
16657,2012-12-01,Fall,2012,Dec,19,0,6,no,2,13.120000000000001,17.424999999999997,0.81,0.0,30,219,249,2,Cold
16658,2012-12-01,Fall,2012,Dec,20,0,6,no,1,13.120000000000001,17.424999999999997,0.81,0.0,28,170,198,1,Cold
16659,2012-12-01,Fall,2012,Dec,21,0,6,no,2,12.299999999999999,16.665,0.87,0.0,23,135,158,2,Cold
16660,2012-12-01,Fall,2012,Dec,22,0,6,no,2,12.299999999999999,16.665,0.87,0.0,17,130,147,2,Cold
16661,2012-12-01,Fall,2012,Dec,23,0,6,no,2,13.120000000000001,17.424999999999997,0.81,0.0,10,116,126,2,Cold
16662,2012-12-02,Fall,2012,Dec,0,0,0,no,2,12.299999999999999,15.909999999999998,0.87,0.0896,9,108,117,2,Cold
16663,2012-12-02,Fall,2012,Dec,1,0,0,no,2,12.299999999999999,15.909999999999998,0.87,0.0896,10,84,94,2,Cold
16664,2012-12-02,Fall,2012,Dec,2,0,0,no,2,12.299999999999999,16.665,0.87,0.0,2,72,74,2,Cold
16665,2012-12-02,Fall,2012,Dec,3,0,0,no,2,10.66,15.15,0.93,0.0,4,21,25,2,Cold
16666,2012-12-02,Fall,2012,Dec,4,0,0,no,2,10.66,15.15,0.93,0.0,1,6,7,2,Cold
16667,2012-12-02,Fall,2012,Dec,5,0,0,no,2,10.66,15.15,0.93,0.0,1,7,8,2,Cold
16668,2012-12-02,Fall,2012,Dec,6,0,0,no,2,9.84,12.120000000000001,0.93,0.1343,1,15,16,2,Very Cold
16669,2012-12-02,Fall,2012,Dec,7,0,0,no,2,9.84,12.120000000000001,0.93,0.1343,5,26,31,2,Very Cold
16670,2012-12-02,Fall,2012,Dec,8,0,0,no,2,10.66,14.395,0.93,0.0896,12,81,93,2,Cold
16671,2012-12-02,Fall,2012,Dec,9,0,0,no,2,11.48,13.635,0.93,0.1642,37,135,172,2,Cold
16672,2012-12-02,Fall,2012,Dec,10,0,0,no,2,12.299999999999999,16.665,0.87,0.0,63,230,293,2,Cold
16673,2012-12-02,Fall,2012,Dec,11,0,0,no,2,13.120000000000001,15.909999999999998,0.81,0.1642,81,274,355,2,Cold
16674,2012-12-02,Fall,2012,Dec,12,0,0,no,2,13.940000000000001,16.665,0.81,0.1642,111,409,520,2,Cold
16675,2012-12-02,Fall,2012,Dec,13,0,0,no,1,16.400000000000002,20.455000000000002,0.71,0.2239,84,347,431,1,Cold
16676,2012-12-02,Fall,2012,Dec,14,0,0,no,1,18.04,21.97,0.62,0.2537,142,331,473,1,Cold
16677,2012-12-02,Fall,2012,Dec,15,0,0,no,1,18.04,21.97,0.67,0.1343,106,311,417,1,Cold
16678,2012-12-02,Fall,2012,Dec,16,0,0,no,2,18.04,21.97,0.67,0.1045,85,358,443,2,Cold
16679,2012-12-02,Fall,2012,Dec,17,0,0,no,3,16.400000000000002,20.455000000000002,0.76,0.194,59,244,303,3,Cold
16680,2012-12-02,Fall,2012,Dec,18,0,0,no,2,18.04,21.97,0.72,0.1045,25,178,203,2,Cold
16681,2012-12-02,Fall,2012,Dec,19,0,0,no,2,16.400000000000002,20.455000000000002,0.82,0.194,16,158,174,2,Cold
16682,2012-12-02,Fall,2012,Dec,20,0,0,no,2,17.22,21.21,0.82,0.194,12,142,154,2,Cold
16683,2012-12-02,Fall,2012,Dec,21,0,0,no,2,18.04,21.97,0.77,0.2239,8,91,99,2,Cold
16684,2012-12-02,Fall,2012,Dec,22,0,0,no,2,18.04,21.97,0.77,0.194,11,85,96,2,Cold
16685,2012-12-02,Fall,2012,Dec,23,0,0,no,2,17.22,21.21,0.82,0.1343,7,44,51,2,Cold
16686,2012-12-03,Fall,2012,Dec,0,0,1,yes,2,17.22,21.21,0.82,0.1642,3,18,21,2,Cold
16687,2012-12-03,Fall,2012,Dec,1,0,1,yes,1,16.400000000000002,20.455000000000002,0.82,0.1343,2,11,13,1,Cold
16688,2012-12-03,Fall,2012,Dec,2,0,1,yes,1,17.22,21.21,0.77,0.1642,1,9,10,1,Cold
16689,2012-12-03,Fall,2012,Dec,3,0,1,yes,1,15.58,19.695,0.87,0.0,2,6,8,1,Cold
16690,2012-12-03,Fall,2012,Dec,4,0,1,yes,1,14.76,18.94,0.93,0.0,1,4,5,1,Cold
16691,2012-12-03,Fall,2012,Dec,5,0,1,yes,1,13.940000000000001,17.424999999999997,0.93,0.0896,0,38,38,1,Cold
16692,2012-12-03,Fall,2012,Dec,6,0,1,yes,1,14.76,18.94,0.93,0.0,2,136,138,1,Cold
16693,2012-12-03,Fall,2012,Dec,7,0,1,yes,2,13.940000000000001,18.18,0.93,0.0,9,387,396,2,Cold
16694,2012-12-03,Fall,2012,Dec,8,0,1,yes,1,14.76,18.94,0.93,0.0,19,712,731,1,Cold
16695,2012-12-03,Fall,2012,Dec,9,0,1,yes,1,16.400000000000002,20.455000000000002,0.87,0.0896,19,289,308,1,Cold
